an,judet,oras_tip,sex,profil,nota_romana,nota_matematica,nota_istorie,nota_specialitate,nota_lb_moderna,medie_generala,promovat,sesiune,tip_scoala
2022,Gorj,Urban,F,Real,,6.61,,6.69,7.89,0.0,0,vara,Grup scolar
2022,Hunedoara,Urban,F,Tehnologic,6.1,6.56,,6.26,6.38,6.32,1,vara,Liceu tehnic
2022,Bistrita-Nasaud,Urban,M,Sportiv,5.62,,6.94,7.68,6.45,6.7,1,vara,Grup scolar
2022,Brasov,Rural,M,Tehnologic,5.52,6.96,,6.58,7.94,6.58,1,toamna,Grup scolar
2022,Caras-Severin,Urban,M,Uman,7.26,,6.34,5.6,6.31,6.39,1,toamna,Liceu teoretic
2022,Teleorman,Urban,M,Tehnologic,4.51,6.42,,5.92,9.72,6.2,0,vara,Liceu teoretic
2022,Buzau,Urban,M,Sportiv,6.53,,8.24,7.39,7.17,7.36,1,vara,Liceu teoretic
2022,Dolj,Urban,M,Uman,8.69,,8.91,6.16,6.85,7.77,1,vara,Colegiu national
2022,Calarasi,Urban,F,Uman,7.63,,6.04,6.32,7.33,6.76,1,vara,Colegiu national
2022,Dolj,Rural,F,Uman,8.62,,5.34,6.81,7.35,6.98,1,vara,Colegiu national
2022,Timis,Urban,M,Uman,6.72,,6.83,7.48,7.14,7.03,1,toamna,Liceu teoretic
2022,Bucuresti,Rural,M,Tehnologic,7.29,7.33,,4.16,7.56,6.45,0,vara,Liceu tehnic
2022,Ilfov,Rural,F,Pedagogic,7.9,,7.9,4.36,5.38,6.53,0,toamna,Liceu tehnic
2022,Ialomita,Urban,M,Pedagogic,4.35,,7.4,6.29,6.88,6.14,0,vara,Grup scolar
2022,Arad,Urban,M,Real,6.29,5.29,,6.56,7.29,6.22,1,vara,Liceu teoretic
2022,Salaj,Rural,M,Real,7.18,3.46,,5.77,6.61,5.63,0,vara,Liceu tehnic
2022,Prahova,Urban,M,Uman,,,8.74,6.22,,0.0,0,vara,Colegiu national
2022,Ialomita,Rural,M,Real,9.09,7.08,,6.99,,7.72,1,vara,Liceu teoretic
2022,Neamt,Urban,M,Real,7.3,7.39,,6.22,7.89,7.1,1,toamna,Liceu teoretic
2022,Constanta,Urban,F,Real,7.27,4.47,,7.81,7.19,6.61,0,vara,Liceu tehnic
2022,Harghita,Rural,M,Tehnologic,4.24,6.92,,6.3,6.21,5.88,0,vara,Liceu tehnic
2022,Mures,Urban,F,Uman,5.62,,7.1,8.44,6.8,7.02,1,vara,Colegiu national
2022,Giurgiu,Urban,F,Tehnologic,7.38,6.06,,7.46,6.14,6.85,1,toamna,Colegiu national
2022,Dambovita,Urban,M,Real,8.91,7.06,,8.45,7.69,8.08,1,vara,Grup scolar
2022,Dambovita,Urban,M,Sportiv,8.7,,6.79,6.39,5.02,6.97,1,vara,Liceu teoretic
2022,Brasov,Urban,M,Sportiv,8.34,,6.46,5.8,5.47,6.67,1,vara,Liceu tehnic
2022,Arad,Rural,F,Sportiv,5.92,,5.7,8.6,5.98,6.63,1,vara,Grup scolar
2022,Ialomita,Urban,F,Real,3.53,8.05,,4.03,6.76,5.43,0,vara,Liceu tehnic
2022,Dambovita,Urban,M,Pedagogic,6.8,,6.57,5.98,7.3,6.57,1,vara,Liceu teoretic
2022,Dambovita,Urban,M,Uman,6.96,,5.04,7.26,5.02,6.22,1,toamna,Liceu tehnic
2022,Arad,Rural,F,Tehnologic,6.06,5.06,,5.85,7.84,5.97,0,vara,Colegiu national
2022,Vrancea,Urban,M,Real,7.16,7.38,,8.92,5.92,7.55,1,toamna,Liceu tehnic
2022,Bacau,Rural,F,Uman,,,7.32,7.6,7.2,0.0,0,toamna,Liceu teoretic
2022,Buzau,Rural,M,Pedagogic,5.8,,3.22,7.98,6.42,5.77,0,vara,Grup scolar
2022,Hunedoara,Urban,F,Uman,7.6,,7.84,7.24,4.55,7.13,1,vara,Liceu teoretic
2022,Constanta,Urban,M,Sportiv,8.44,,7.66,7.91,6.14,7.74,1,vara,Liceu tehnic
2022,Ialomita,Rural,F,Uman,4.41,,7.39,5.32,7.7,5.99,0,vara,Liceu tehnic
2022,Buzau,Rural,F,Uman,8.4,,7.77,6.56,5.59,7.29,1,vara,Liceu tehnic
2022,Olt,Urban,F,Uman,6.42,,7.97,6.71,7.61,7.12,1,vara,Colegiu national
2022,Ilfov,Urban,F,Real,4.77,7.08,,4.79,7.13,5.77,0,vara,Liceu tehnic
2022,Covasna,Rural,F,Uman,,,7.34,6.83,4.87,0.0,0,vara,Liceu teoretic
2022,Maramures,Urban,F,Uman,7.52,,6.82,7.75,,7.36,1,vara,Liceu tehnic
2022,Mehedinti,Urban,F,Real,7.22,7.1,,6.59,6.81,6.95,1,vara,Liceu teoretic
2022,Gorj,Rural,F,Uman,8.31,,,,6.39,0.0,0,vara,Colegiu national
2022,Constanta,Urban,M,Real,5.96,6.11,,6.14,8.85,6.47,1,vara,Liceu teoretic
2022,Botosani,Urban,M,Real,6.4,8.98,,6.91,7.8,7.48,1,vara,Liceu tehnic
2022,Tulcea,Urban,F,Pedagogic,8.59,,8.42,6.23,5.37,7.41,1,vara,Liceu tehnic
2022,Bistrita-Nasaud,Rural,F,Tehnologic,4.14,,,4.67,5.86,0.0,0,toamna,Grup scolar
2022,Sibiu,Urban,F,Tehnologic,8.54,7.84,,8.4,6.87,8.06,1,vara,Liceu teoretic
2022,Dambovita,Urban,M,Uman,8.34,,7.51,6.1,4.58,6.93,1,vara,Liceu teoretic
2022,Ilfov,Urban,F,Real,5.21,6.48,,5.28,6.86,5.83,0,vara,Liceu teoretic
2022,Bacau,Urban,F,Tehnologic,4.38,6.54,,6.1,5.77,5.69,0,toamna,Liceu tehnic
2022,Buzau,Urban,M,Real,7.3,6.31,,5.46,8.54,6.67,1,toamna,Liceu tehnic
2022,Valcea,Rural,M,Tehnologic,7.11,3.07,,6.03,3.28,5.1,0,vara,Liceu tehnic
2022,Ilfov,Rural,M,Uman,9.33,,7.03,4.97,,7.11,0,vara,Colegiu national
2022,Cluj,Urban,M,Pedagogic,8.46,,5.92,5.81,7.97,6.91,1,vara,Colegiu national
2022,Bucuresti,Rural,M,Pedagogic,6.13,,5.72,6.56,4.37,5.88,0,vara,Liceu tehnic
2022,Brasov,Urban,F,Uman,7.68,,10.0,7.0,8.66,8.29,1,vara,Colegiu national
2022,Maramures,Urban,F,Sportiv,6.14,,6.83,7.92,,6.96,1,toamna,Colegiu national
2022,Calarasi,Rural,F,Tehnologic,5.16,3.84,,6.59,5.92,5.3,0,vara,Colegiu national
2022,Vrancea,Rural,F,Tehnologic,7.71,6.68,,7.61,,7.33,1,toamna,Liceu teoretic
2022,Prahova,Rural,F,Real,5.69,4.69,,7.68,5.86,6.0,0,vara,Liceu tehnic
2022,Dambovita,Rural,M,Sportiv,4.95,,6.33,5.77,4.26,5.48,0,vara,Liceu teoretic
2022,Sibiu,Urban,F,Real,7.79,7.8,,5.77,,7.12,1,toamna,Grup scolar
2022,Harghita,Urban,M,Real,3.97,6.16,,8.04,6.16,6.07,0,toamna,Liceu teoretic
2022,Botosani,Rural,F,Real,7.11,8.58,,,7.01,0.0,0,vara,Colegiu national
2022,Prahova,Rural,F,Real,6.65,8.51,,4.79,,6.65,0,vara,Liceu teoretic
2022,Maramures,Urban,F,Sportiv,6.12,,8.4,5.7,,6.74,1,vara,Liceu teoretic
2022,Drobeta-Tr. Severin,Urban,M,Uman,7.14,,4.25,6.31,5.52,5.85,0,vara,Grup scolar
2022,Valcea,Rural,F,Real,6.05,6.31,,9.79,6.85,7.31,1,vara,Colegiu national
2022,Caras-Severin,Urban,F,Real,6.33,6.6,,7.08,5.26,6.47,1,toamna,Liceu teoretic
2022,Tulcea,Urban,F,Real,7.45,4.33,,8.22,4.25,6.32,0,toamna,Liceu tehnic
2022,Botosani,Urban,F,Real,6.48,6.16,,6.73,6.44,6.45,1,vara,Liceu tehnic
2022,Mures,Rural,M,Real,6.31,6.99,,,6.52,0.0,0,toamna,Liceu teoretic
2022,Bacau,Urban,M,Real,6.28,3.95,,5.28,,5.17,0,vara,Grup scolar
2022,Dolj,Urban,M,Real,6.49,6.29,,5.13,5.19,5.86,0,vara,Grup scolar
2022,Iasi,Rural,M,Uman,7.13,,6.71,7.03,5.76,6.79,1,vara,Liceu tehnic
2022,Timis,Urban,M,Sportiv,8.2,,6.24,7.69,6.56,7.26,1,toamna,Liceu teoretic
2022,Teleorman,Rural,M,Tehnologic,4.51,7.52,,5.8,4.19,5.69,0,vara,Liceu tehnic
2022,Buzau,Rural,M,Uman,7.13,,7.51,3.68,5.76,6.06,0,vara,Liceu teoretic
2022,Suceava,Urban,F,Sportiv,7.99,,6.95,9.15,,8.03,1,toamna,Colegiu national
2022,Dambovita,Urban,M,Tehnologic,6.42,6.61,,6.53,5.69,6.4,1,vara,Grup scolar
2022,Calarasi,Urban,M,Uman,7.86,,6.51,7.0,7.98,7.25,1,vara,Liceu teoretic
2022,Dolj,Rural,F,Tehnologic,5.56,,,7.4,8.15,0.0,0,toamna,Colegiu national
2022,Braila,Urban,F,Uman,5.74,,6.37,5.72,7.24,6.13,1,vara,Liceu teoretic
2022,Bucuresti,Urban,M,Real,7.35,7.11,,7.15,8.64,7.41,1,toamna,Liceu teoretic
2022,Vaslui,Urban,F,Tehnologic,,,,6.39,5.03,0.0,0,vara,Liceu tehnic
2022,Prahova,Urban,M,Tehnologic,7.4,6.81,,5.27,5.86,6.4,1,vara,Liceu teoretic
2022,Drobeta-Tr. Severin,Rural,F,Sportiv,5.63,,6.32,6.02,5.21,5.88,0,vara,Liceu teoretic
2022,Ialomita,Urban,F,Real,5.5,7.46,,7.31,4.1,6.38,1,vara,Grup scolar
2022,Brasov,Urban,F,Uman,7.53,,5.97,5.02,,6.17,1,vara,Liceu teoretic
2022,Bucuresti,Urban,F,Tehnologic,8.06,6.86,,7.75,6.54,7.41,1,vara,Liceu tehnic
2022,Satu Mare,Urban,F,Tehnologic,4.53,5.93,,6.38,7.12,5.83,0,vara,Liceu tehnic
2022,Calarasi,Urban,M,Uman,5.81,,4.05,5.64,6.39,5.34,0,vara,Grup scolar
2022,Salaj,Rural,M,Real,7.85,7.08,,5.76,7.49,6.98,1,toamna,Colegiu national
2022,Arges,Urban,M,Real,6.92,7.95,,6.34,8.92,7.33,1,vara,Liceu tehnic
2022,Vaslui,Urban,M,Sportiv,7.93,,6.14,8.92,6.17,7.45,1,vara,Colegiu national
2022,Alba,Rural,F,Real,4.53,8.24,,6.25,4.09,6.02,0,vara,Grup scolar
2022,Mures,Urban,F,Tehnologic,7.16,5.43,,6.78,4.6,6.19,1,vara,Liceu teoretic
2022,Bihor,Urban,M,Real,5.92,7.93,,7.78,7.18,7.21,1,vara,Liceu teoretic
2022,Timis,Urban,M,Real,4.93,6.59,,6.62,8.09,6.34,0,vara,Grup scolar
2022,Gorj,Rural,F,Pedagogic,6.26,,7.51,5.37,5.34,6.23,1,vara,Liceu teoretic
2022,Salaj,Urban,F,Uman,4.46,,8.12,5.31,8.86,6.38,0,vara,Liceu teoretic
2022,Neamt,Urban,F,Sportiv,4.39,,7.19,7.64,3.92,6.05,0,vara,Grup scolar
2022,Giurgiu,Urban,F,Tehnologic,8.2,7.92,,,6.49,0.0,0,vara,Colegiu national
2022,Olt,Rural,M,Uman,6.85,,6.63,8.37,,7.28,1,vara,Liceu teoretic
2022,Ialomita,Rural,M,Uman,7.65,,3.78,3.39,7.47,5.3,0,vara,Liceu teoretic
2022,Bucuresti,Rural,M,Real,7.97,5.68,,,9.78,0.0,0,toamna,Liceu teoretic
2022,Vaslui,Rural,F,Tehnologic,7.68,7.88,,5.28,5.62,6.76,1,vara,Liceu teoretic
2022,Teleorman,Urban,F,Real,7.47,5.58,,6.81,7.96,6.81,1,vara,Liceu teoretic
2022,Arad,Urban,F,Real,7.57,7.94,,8.49,9.13,8.16,1,vara,Colegiu national
2022,Buzau,Rural,M,Pedagogic,6.0,,6.92,6.07,4.86,6.12,1,vara,Liceu teoretic
2022,Bucuresti,Rural,M,Sportiv,5.99,,4.83,6.59,4.84,5.67,0,vara,Grup scolar
2022,Neamt,Urban,F,Uman,7.28,,7.14,7.41,7.16,7.26,1,vara,Liceu teoretic
2022,Tulcea,Rural,M,Tehnologic,4.04,5.42,,5.14,,4.87,0,vara,Liceu teoretic
2022,Arad,Urban,F,Tehnologic,3.72,8.86,,8.09,5.57,6.7,0,vara,Liceu teoretic
2022,Teleorman,Rural,M,Tehnologic,7.18,6.44,,6.98,4.27,6.5,1,vara,Liceu teoretic
2022,Arges,Urban,M,Tehnologic,5.27,6.36,,5.92,6.54,5.95,0,vara,Grup scolar
2022,Calarasi,Urban,F,Sportiv,5.53,,3.83,6.74,,5.37,0,vara,Liceu teoretic
2022,Sibiu,Urban,M,Real,8.63,8.58,,5.51,7.44,7.55,1,toamna,Colegiu national
2022,Alba,Urban,F,Uman,7.19,,6.59,7.53,8.91,7.36,1,vara,Colegiu national
2022,Alba,Urban,F,Tehnologic,3.85,6.19,,4.96,6.53,5.22,0,toamna,Liceu tehnic
2022,Mures,Urban,F,Real,4.66,6.86,,6.89,5.12,5.99,0,vara,Liceu tehnic
2022,Suceava,Urban,F,Uman,7.61,,5.52,6.89,8.01,6.86,1,vara,Liceu teoretic
2022,Braila,Urban,F,Tehnologic,7.85,6.91,,6.56,,7.11,1,vara,Colegiu national
2022,Calarasi,Urban,M,Real,7.28,6.95,,6.96,8.3,7.24,1,toamna,Liceu tehnic
2022,Calarasi,Urban,F,Tehnologic,5.18,7.28,,8.04,6.35,6.76,1,vara,Liceu tehnic
2022,Buzau,Urban,F,Real,6.89,6.81,,8.17,6.45,7.17,1,vara,Liceu teoretic
2022,Harghita,Rural,F,Real,6.26,8.35,,7.27,6.9,7.24,1,toamna,Colegiu national
2022,Timis,Rural,M,Tehnologic,6.92,6.89,,8.03,6.91,7.23,1,vara,Liceu tehnic
2022,Galati,Urban,M,Tehnologic,9.9,6.94,,6.59,5.93,7.54,1,toamna,Liceu teoretic
2022,Bucuresti,Urban,F,Tehnologic,6.74,8.84,,6.68,6.73,7.32,1,vara,Liceu teoretic
2022,Cluj,Urban,F,Real,7.84,6.82,,6.3,5.58,6.79,1,vara,Liceu teoretic
2022,Tulcea,Rural,F,Real,6.86,5.24,,7.04,5.18,6.21,1,vara,Liceu teoretic
2022,Giurgiu,Urban,M,Uman,6.7,,8.78,8.32,4.86,7.49,1,vara,Grup scolar
2022,Suceava,Urban,M,Real,5.97,6.89,,10.0,7.03,7.54,1,vara,Colegiu national
2022,Suceava,Urban,F,Uman,7.41,,5.46,6.77,,6.55,1,vara,Grup scolar
2022,Ilfov,Urban,F,Uman,6.02,,8.13,2.27,7.55,5.77,0,vara,Grup scolar
2022,Ialomita,Urban,F,Uman,6.4,,3.98,6.81,6.72,5.87,0,vara,Grup scolar
2022,Covasna,Rural,M,Real,6.43,5.52,,6.45,7.33,6.3,1,vara,Liceu tehnic
2022,Vaslui,Urban,M,Real,8.19,6.99,,6.34,5.57,6.94,1,toamna,Colegiu national
2022,Sibiu,Urban,F,Real,6.25,6.94,,6.9,6.36,6.65,1,toamna,Liceu teoretic
2022,Giurgiu,Urban,M,Pedagogic,5.39,,5.45,5.21,7.02,5.59,0,vara,Liceu tehnic
2022,Hunedoara,Urban,F,Tehnologic,6.97,6.29,,7.5,5.95,6.78,1,vara,Colegiu national
2022,Gorj,Urban,M,Tehnologic,5.55,6.41,,6.71,4.18,5.93,0,vara,Liceu teoretic
2022,Dambovita,Urban,M,Real,6.62,6.39,,,5.45,0.0,0,vara,Grup scolar
2022,Salaj,Rural,M,Tehnologic,7.01,7.12,,5.11,7.46,6.56,1,toamna,Liceu teoretic
2022,Bacau,Rural,F,Tehnologic,5.02,3.96,,4.41,6.36,4.73,0,toamna,Grup scolar
2022,Brasov,Rural,F,Real,6.78,7.64,,7.74,8.27,7.51,1,vara,Colegiu national
2022,Drobeta-Tr. Severin,Urban,F,Uman,6.99,,6.74,6.66,6.34,6.73,1,vara,Grup scolar
2022,Hunedoara,Urban,M,Real,9.08,,,6.12,8.44,0.0,0,vara,Liceu teoretic
2022,Drobeta-Tr. Severin,Rural,M,Uman,9.13,,8.49,7.67,6.74,8.19,1,vara,Colegiu national
2022,Teleorman,Urban,M,Tehnologic,7.43,4.02,,7.54,7.15,6.45,0,toamna,Liceu teoretic
2022,Dambovita,Urban,M,Real,6.01,8.73,,,7.29,0.0,0,vara,Liceu teoretic
2022,Ilfov,Urban,M,Uman,5.82,,6.0,5.05,6.14,5.7,0,vara,Liceu teoretic
2022,Ilfov,Urban,F,Tehnologic,6.45,7.94,,6.89,7.58,7.16,1,vara,Grup scolar
2022,Drobeta-Tr. Severin,Urban,F,Real,4.14,4.91,,5.67,7.46,5.27,0,vara,Grup scolar
2022,Sibiu,Urban,F,Pedagogic,6.79,,8.81,8.41,8.78,8.11,1,vara,Liceu teoretic
2022,Giurgiu,Rural,F,Uman,7.09,,6.68,4.73,6.98,6.28,0,toamna,Liceu teoretic
2022,Giurgiu,Urban,F,Uman,8.45,,9.16,7.24,6.96,8.09,1,vara,Colegiu national
2022,Prahova,Urban,M,Real,7.03,8.82,,8.6,5.69,7.8,1,toamna,Liceu tehnic
2022,Caras-Severin,Rural,M,Sportiv,7.84,,6.51,7.78,4.87,7.02,1,vara,Liceu teoretic
2022,Cluj,Urban,F,Uman,9.54,,,8.65,,0.0,0,vara,Colegiu national
2022,Salaj,Urban,M,Uman,6.15,,7.19,8.64,7.33,7.33,1,toamna,Liceu tehnic
2022,Cluj,Rural,F,Tehnologic,6.57,7.93,,8.2,7.65,7.58,1,toamna,Colegiu national
2022,Mehedinti,Urban,F,Uman,4.03,,4.72,7.03,6.38,5.42,0,vara,Liceu teoretic
2022,Botosani,Rural,M,Uman,8.79,,5.0,6.43,6.18,6.66,1,vara,Liceu tehnic
2022,Satu Mare,Urban,F,Uman,7.76,,4.22,5.94,8.48,6.33,0,vara,Grup scolar
2022,Harghita,Urban,F,Real,5.51,4.89,,6.9,6.11,5.82,0,vara,Grup scolar
2022,Maramures,Rural,M,Uman,2.65,,4.68,6.62,6.99,4.98,0,vara,Grup scolar
2022,Olt,Urban,F,Uman,7.93,,4.21,5.63,4.45,5.71,0,vara,Liceu teoretic
2022,Vaslui,Urban,F,Real,8.19,6.03,,5.45,4.61,6.28,1,vara,Grup scolar
2022,Bistrita-Nasaud,Urban,F,Tehnologic,3.76,6.48,,6.33,5.98,5.59,0,vara,Liceu teoretic
2022,Vaslui,Rural,F,Real,5.39,3.59,,4.94,5.86,4.81,0,vara,Grup scolar
2022,Mures,Urban,M,Real,8.01,6.41,,10.0,8.14,8.14,1,vara,Liceu teoretic
2022,Neamt,Urban,M,Real,8.43,5.19,,8.43,8.44,7.51,1,vara,Liceu teoretic
2022,Hunedoara,Rural,M,Uman,8.49,,6.12,9.56,6.56,7.84,1,vara,Colegiu national
2022,Sibiu,Urban,M,Tehnologic,9.59,7.61,,6.22,,7.81,1,vara,Colegiu national
2022,Prahova,Urban,F,Real,6.28,6.11,,5.73,5.26,5.93,0,vara,Grup scolar
2022,Bihor,Urban,M,Real,7.06,5.3,,5.9,7.6,6.3,1,vara,Liceu teoretic
2022,Arges,Urban,M,Uman,4.93,,6.97,8.46,3.62,6.33,0,vara,Liceu tehnic
2022,Vrancea,Urban,F,Tehnologic,6.08,9.11,,8.2,8.29,7.87,1,toamna,Colegiu national
2022,Tulcea,Rural,M,Sportiv,3.69,,6.21,6.55,7.56,5.78,0,vara,Grup scolar
2022,Covasna,Urban,F,Tehnologic,8.07,8.47,,7.22,8.3,7.97,1,vara,Colegiu national
2022,Arad,Urban,M,Uman,7.52,,7.26,5.78,6.75,6.84,1,vara,Grup scolar
2022,Olt,Urban,M,Uman,7.41,,6.8,7.0,7.35,7.11,1,vara,Liceu tehnic
2022,Satu Mare,Rural,M,Real,3.56,6.12,,8.2,4.01,5.68,0,vara,Grup scolar
2022,Satu Mare,Rural,F,Sportiv,6.05,,7.63,8.12,3.73,6.76,1,vara,Grup scolar
2022,Constanta,Rural,M,Tehnologic,6.58,5.89,,6.93,6.59,6.48,1,vara,Liceu teoretic
2022,Neamt,Urban,F,Uman,4.76,,6.08,9.43,7.85,6.91,0,vara,Liceu teoretic
2022,Salaj,Urban,F,Uman,7.58,,4.34,5.88,8.63,6.32,0,vara,Liceu teoretic
2022,Mures,Rural,M,Sportiv,6.65,,6.54,6.6,5.41,6.43,1,vara,Liceu teoretic
2022,Brasov,Urban,M,Uman,6.26,,6.95,8.5,,7.24,1,toamna,Grup scolar
2022,Cluj,Rural,F,Sportiv,5.53,,5.39,,5.45,0.0,0,toamna,Grup scolar
2022,Dambovita,Rural,M,Uman,6.92,,4.37,5.91,5.52,5.7,0,vara,Liceu tehnic
2022,Iasi,Urban,F,Pedagogic,5.22,,8.29,8.3,6.44,7.15,1,vara,Liceu tehnic
2022,Bucuresti,Rural,F,Tehnologic,5.62,7.97,,4.68,5.5,6.01,0,toamna,Liceu tehnic
2022,Vaslui,Urban,M,Real,6.67,8.25,,4.45,7.38,6.59,0,vara,Colegiu national
2022,Satu Mare,Rural,F,Tehnologic,4.21,7.45,,3.13,6.2,5.11,0,toamna,Grup scolar
2022,Tulcea,Urban,M,Sportiv,5.01,,6.48,8.11,6.74,6.56,1,vara,Grup scolar
2022,Arges,Urban,F,Uman,6.43,,6.09,5.95,5.87,6.12,1,vara,Liceu teoretic
2022,Cluj,Rural,F,Uman,7.45,,8.55,,4.86,0.0,0,vara,Grup scolar
2022,Timis,Rural,M,Real,4.77,8.14,,5.07,7.97,6.28,0,vara,Liceu tehnic
2022,Cluj,Urban,M,Uman,7.16,,6.96,7.66,8.91,7.5,1,vara,Grup scolar
2022,Ilfov,Urban,F,Real,4.33,10.0,,6.17,5.24,6.61,0,vara,Grup scolar
2022,Salaj,Rural,F,Tehnologic,2.17,4.97,,4.67,,3.94,0,toamna,Liceu tehnic
2022,Caras-Severin,Rural,F,Real,5.2,7.22,,7.46,4.73,6.36,1,vara,Liceu teoretic
2022,Satu Mare,Urban,F,Tehnologic,7.96,4.92,,6.91,5.38,6.42,0,vara,Liceu tehnic
2022,Gorj,Urban,F,Uman,5.65,,7.05,4.4,7.14,5.91,0,vara,Liceu teoretic
2022,Hunedoara,Urban,F,Sportiv,7.47,,,8.23,4.59,0.0,0,vara,Liceu tehnic
2022,Vaslui,Urban,M,Uman,7.78,,6.38,7.58,9.02,7.5,1,vara,Grup scolar
2022,Gorj,Rural,M,Pedagogic,5.22,,6.24,4.89,6.67,5.62,0,vara,Grup scolar
2022,Tulcea,Urban,F,Real,7.53,5.1,,8.69,6.36,7.0,1,toamna,Liceu tehnic
2022,Drobeta-Tr. Severin,Urban,M,Sportiv,7.14,,6.0,7.55,6.56,6.85,1,toamna,Colegiu national
2022,Caras-Severin,Rural,F,Real,5.67,6.01,,7.25,,6.31,1,vara,Colegiu national
2022,Dolj,Rural,M,Sportiv,4.54,,6.04,7.55,4.06,5.76,0,vara,Liceu tehnic
2023,Timis,Urban,M,Tehnologic,5.41,6.59,,3.53,7.66,5.53,0,toamna,Liceu tehnic
2023,Mures,Urban,F,Tehnologic,6.33,5.12,,6.95,5.32,6.02,1,vara,Liceu tehnic
2023,Sibiu,Urban,F,Real,7.5,7.78,,7.32,3.46,6.95,1,toamna,Grup scolar
2023,Ialomita,Urban,M,Real,7.9,7.77,,6.9,9.45,7.8,1,vara,Colegiu national
2023,Sibiu,Urban,M,Sportiv,7.07,,7.45,7.95,7.03,7.42,1,toamna,Liceu teoretic
2023,Olt,Urban,F,Uman,7.81,,3.81,6.61,6.27,6.1,0,vara,Liceu tehnic
2023,Sibiu,Urban,M,Uman,6.66,,7.65,7.88,5.03,7.06,1,vara,Grup scolar
2023,Giurgiu,Urban,M,Real,6.19,5.41,,6.8,5.89,6.1,1,toamna,Liceu tehnic
2023,Vrancea,Rural,F,Uman,3.76,,6.33,7.03,6.04,5.75,0,vara,Liceu teoretic
2023,Prahova,Urban,M,Real,6.51,8.56,,4.87,7.59,6.78,0,toamna,Liceu teoretic
2023,Calarasi,Rural,F,Real,6.36,3.77,,4.54,6.76,5.16,0,vara,Grup scolar
2023,Bihor,Urban,M,Tehnologic,6.62,7.86,,7.08,8.79,7.42,1,vara,Liceu teoretic
2023,Arad,Urban,M,Real,6.63,8.84,,6.41,,7.29,1,vara,Colegiu national
2023,Vaslui,Urban,M,Real,6.14,6.63,,6.45,6.24,6.38,1,vara,Grup scolar
2023,Vaslui,Urban,F,Uman,5.74,,6.71,6.11,6.38,6.21,1,vara,Liceu teoretic
2023,Vrancea,Rural,F,Tehnologic,5.1,7.76,,7.4,6.17,6.67,1,vara,Liceu teoretic
2023,Sibiu,Rural,M,Real,6.79,8.25,,7.44,7.06,7.43,1,vara,Colegiu national
2023,Suceava,Rural,M,Sportiv,4.7,,5.82,7.02,6.17,5.89,0,vara,Liceu teoretic
2023,Buzau,Urban,M,Tehnologic,6.15,6.25,,5.87,6.88,6.2,1,vara,Liceu teoretic
2023,Mures,Urban,F,Real,6.12,6.24,,5.82,,6.06,1,vara,Liceu tehnic
2023,Suceava,Rural,M,Sportiv,5.14,,6.49,8.15,5.23,6.4,1,vara,Liceu teoretic
2023,Dambovita,Urban,M,Uman,,,7.22,6.71,6.43,0.0,0,vara,Liceu tehnic
2023,Maramures,Urban,M,Real,6.01,8.1,,6.36,6.09,6.72,1,vara,Grup scolar
2023,Timis,Urban,F,Uman,7.61,,6.93,8.1,8.04,7.62,1,vara,Liceu tehnic
2023,Mures,Rural,F,Pedagogic,7.12,,6.92,5.61,7.31,6.66,1,vara,Liceu tehnic
2023,Salaj,Rural,M,Real,5.77,6.23,,5.98,7.7,6.24,1,toamna,Liceu tehnic
2023,Caras-Severin,Rural,M,Tehnologic,6.55,,,5.18,4.4,0.0,0,vara,Liceu teoretic
2023,Olt,Rural,M,Tehnologic,4.45,6.96,,6.25,4.46,5.68,0,vara,Liceu teoretic
2023,Timis,Urban,M,Uman,8.35,,8.36,7.2,8.98,8.11,1,toamna,Liceu teoretic
2023,Ialomita,Urban,M,Uman,6.8,,7.47,6.65,4.21,6.58,1,toamna,Grup scolar
2023,Valcea,Urban,F,Uman,6.21,,8.3,7.06,8.43,7.37,1,toamna,Colegiu national
2023,Ialomita,Urban,F,Real,7.36,5.71,,8.06,5.29,6.79,1,toamna,Liceu teoretic
2023,Salaj,Urban,F,Real,6.05,4.14,,6.86,7.19,5.9,0,vara,Grup scolar
2023,Giurgiu,Rural,F,Real,5.99,7.29,,5.21,4.82,5.97,0,vara,Liceu teoretic
2023,Alba,Urban,M,Uman,5.16,,6.49,5.09,8.09,5.94,0,vara,Liceu teoretic
2023,Covasna,Urban,M,Tehnologic,8.22,7.72,,5.49,7.41,7.18,1,vara,Liceu teoretic
2023,Bistrita-Nasaud,Rural,M,Uman,5.17,,6.6,6.15,,5.97,0,vara,Colegiu national
2023,Harghita,Urban,F,Uman,,,8.33,7.33,5.2,0.0,0,vara,Grup scolar
2023,Timis,Rural,M,Tehnologic,6.99,7.65,,5.2,4.97,6.38,1,toamna,Grup scolar
2023,Suceava,Urban,M,Uman,8.57,,6.91,,6.5,0.0,0,toamna,Colegiu national
2023,Olt,Rural,M,Real,4.64,3.56,,9.31,7.79,6.12,0,vara,Liceu tehnic
2023,Cluj,Rural,F,Real,8.5,7.61,,8.0,6.54,7.82,1,vara,Colegiu national
2023,Vrancea,Urban,M,Sportiv,,,4.6,8.88,6.87,0.0,0,vara,Liceu teoretic
2023,Maramures,Urban,F,Real,,8.12,,8.05,,0.0,0,vara,Liceu teoretic
2023,Arges,Urban,F,Pedagogic,6.67,,7.33,,9.41,0.0,0,vara,Grup scolar
