company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
GREENTEK LIGHTING SRL,2020,Constructii,0.2371,0.2202,0.9383,15.2114,4.8363,0.614,9.954,0.127,-0.7159,0.1568,
ARCADIA POLICLINIC SRL,2020,Constructii,0.8177,0.8161,0.6125,1.9185,0.3503,0.2152,0.6739,0.6142,-0.1117,0.1149,
PALAS INTERNATIONAL RESORT SRL,2020,Constructii,1.4025,1.3438,0.6064,1.541,8.7123,15.2878,38.8457,1.7547,0.2441,5.4108,
AUTOTRANSPORT NEC IMPEX SRL,2020,Constructii,1.439,1.4298,0.5656,1.4373,9.4788,14.525,36.91,1.5324,0.2483,6.0736,
MIHAK & TIBAK SRL,2020,Constructii,4.7606,4.5133,0.1091,0.1225,6.9621,9.393,10.5438,1.3492,0.4105,17.2114,
MISAVAN TRADING SRL,2020,Constructii,2.447,2.1528,0.3953,0.6835,7.0178,14.0047,24.217,1.9956,0.572,8.1781,
IMA COMPONENTES IASI SRL,2020,Constructii,2.0635,0.4223,0.4457,9.9983,14.5339,4.3537,97.6752,0.2996,0.474,2.1589,
ECOPIAŢA SA,2020,Constructii,1.455,0.8946,0.5415,1.1817,8.6937,14.9466,32.6159,1.7192,0.2464,6.3756,
SERVICII PUBLICE IAŞI SA,2020,Constructii,1.7607,1.5958,0.5596,1.7897,5.4301,19.8503,63.4858,3.6556,0.4257,7.0947,
SOIV TRANS EXPRESS SRL,2020,Constructii,1.0006,0.9414,0.6839,3.3114,13.0191,20.6381,99.9265,1.5852,0.0004,7.2964,
SLOT GRUP S.R.L.,2020,Constructii,0.0696,0.0544,0.8706,6.7309,5.4423,0.1627,1.258,0.0299,-0.8101,0.0589,
GAZMIR IAŞI SRL,2020,Constructii,0.458,0.4318,1.4724,-3.1169,-8.9416,-51.2401,108.4683,5.7305,-0.798,-6.9601,
FIDES EXPRESS SRL,2020,Constructii,3.6327,2.3571,0.2669,0.3641,25.8515,72.9205,99.47,2.8207,0.7027,56.754,
IASISTING GRUP SRL,2020,Constructii,2.1178,1.9563,0.1668,0.2003,42.0578,69.8185,83.7998,1.6601,0.1865,84.9656,
CLP ECOSERV S.R.L.,2020,Constructii,1.2675,0.4838,0.5442,1.1938,14.7052,20.3947,44.7428,1.3869,0.1456,7.9566,
GAROM FOOD SRL,2020,Constructii,3.2765,1.9901,0.1486,0.1789,0.4218,0.4647,0.5595,1.1018,0.3383,0.6255,
SEMCONSULT TOP SRL,2020,Constructii,2.8233,1.7096,0.3073,0.5615,12.2582,16.0206,29.2691,1.3069,0.5604,12.2269,
CORSINI RISTORANTE SRL,2020,Constructii,0.9694,0.9104,0.4606,0.8541,-2.7523,-8.5041,-15.7671,3.0899,-0.0141,-3.5157,
TEOVAL & CO. SRL,2020,Constructii,4.3302,4.3302,0.052,0.0855,28.3056,40.2194,66.1317,1.4209,0.1732,177.7575,
SIOROM SRL,2020,Constructii,1.4107,1.3589,0.3039,0.4365,11.3633,12.7743,18.3508,1.1242,0.1248,9.1503,
VETRO SOLUTIONS S.A.,2020,Constructii,0.9199,0.9199,0.7308,2.8586,6.0279,5.3537,20.9404,0.8882,-0.0585,1.6799,
COMPANIA DE TRANSPORT PUBLIC IAŞI  S.A.,2020,Constructii,1.9365,1.9365,0.483,0.9342,38.3003,20.7069,40.0515,0.5406,0.4523,8.7933,
SORADI DEVELOPMENT S.A.,2020,Constructii,1.4372,1.0921,0.1614,0.1955,0.4834,0.3653,0.4424,0.7556,0.0706,0.627,
HTR SPEDITION SRL,2020,Constructii,9.332,8.2098,0.0954,0.1055,15.6451,11.0263,12.1914,0.7048,0.7947,24.5311,
COVIAL-CVA SRL,2020,Constructii,0.6451,0.6081,1.2798,-4.5742,5.8506,11.515,-41.1567,1.9682,-0.4542,2.1423,
BYTEX SOFTWARE SERVICES  SRL,2020,Constructii,0.6001,0.6001,0.7257,2.646,1.0064,0.5369,1.9575,0.5335,-0.2902,0.2917,
GOSPODARUL ERBICENI SRL,2020,Constructii,2.2657,1.5145,0.3883,0.6347,4.6432,3.6132,5.9066,0.7782,0.4915,2.4577,
BUILD CORP DEVELOPMENT SRL,2020,Constructii,1.4564,1.4564,0.4472,0.8091,25.2611,55.0455,99.5848,2.1791,0.2041,27.9584,
ALMAVIVA SERVICES SRL,2020,Constructii,0.0957,0.0957,1.0402,-16.8511,-45.8758,-3.4611,56.0698,0.0754,-0.9406,-0.6655,
CGM SOFTWARE RO SRL,2020,Constructii,0.8194,0.7218,0.7463,3.4456,6.2825,7.7768,35.9025,1.2378,-0.1348,2.084,
ATTRIUS DEVELOPMENTS SRL,2020,Constructii,0.1158,0.1158,0.636,1.6752,-73.6368,-7.5043,-19.7652,0.1019,-0.5624,-2.3597,
INSTALAŢII SANITARE B.C.D. S.R.L.,2020,Constructii,1.0621,0.6293,0.7377,2.8125,5.4924,8.6272,32.8912,1.5708,0.0458,2.5535,
GRENZEBACH ROMANIA S.R.L.,2020,Constructii,16.3785,16.3785,0.0282,0.029,67.4374,14.3305,14.7462,0.2125,0.4335,118.2044,
UNITED OVERSEAS CORPORATION S.R.L.,2020,Constructii,3.2945,3.2945,0.3035,0.4358,18.3803,25.686,36.8805,1.3975,0.6965,19.5338,
BIOTEHNOS SA,2020,Constructii,0.7523,0.7523,1.3284,-4.0446,11.1546,21.0058,-63.955,1.8831,-0.3291,3.457,
INSTITUTUL NATIONAL DE CERCETARE- DEZVOLTARE PENTRU MICROTEHNOLOGIE - IMT BUCURESTI INCD,2020,Constructii,3.2833,2.5794,0.1427,0.1671,11.0367,14.0085,16.4031,1.2693,0.3259,23.4288,
CALIPSO SRL,2020,Constructii,0.92,0.645,0.6645,8.0521,0.3972,0.5507,6.6737,1.3867,-0.0531,0.2024,
GLOBE GROUND ROMANIA SRL,2020,Constructii,0.3446,0.2316,0.9469,17.8414,4.3684,4.966,93.5659,1.1368,-0.6206,1.289,
SIMULTEC SRL,2020,Constructii,27.583,25.9056,0.0363,0.0376,38.094,45.0892,46.7854,1.1836,0.9637,200.0,
MARCHAND SRL,2020,Constructii,1.613,1.3706,0.3427,0.5213,5.4273,19.9903,30.4118,3.6833,0.2101,13.7787,
FI-BA BALOTESTI SA,2020,Constructii,0.9656,0.6103,0.3934,0.6486,7.6558,10.6547,17.5657,1.3917,-0.0135,6.1245,
ARTECA JILAVA SA,2020,Constructii,2.2293,2.1021,0.0654,0.1413,11.4429,21.592,46.6481,1.8869,0.0804,75.6317,
ROMVAC COMPANY SA,2020,Constructii,1.151,1.0544,0.8688,6.621,8.8133,2.529,19.2733,0.287,0.1312,0.7808,
COMPANIA INDUSTRIALA GRIVITA SA,2020,Constructii,0.6081,0.6081,0.7533,3.0542,8.4906,23.7008,96.0876,2.7914,-0.2952,7.0275,
LAROMET SA,2020,Constructii,1.9994,1.5013,0.4478,0.811,7.5218,7.7638,14.0601,1.0322,0.4475,4.2891,
SOROCAM SRL,2020,Constructii,10.6707,10.6707,0.0935,0.1032,27.2906,42.2055,46.5604,1.5465,0.9045,93.5745,
TRIVIUM PACKAGING ROMANIA S.A.,2020,Constructii,0.8285,0.8212,0.2985,0.4536,9.5534,15.9719,24.2678,1.6719,-0.0512,12.6005,
INSTAL SERVICE TECHNOLOGY SRL,2020,Constructii,2.7977,2.7012,0.282,0.4964,18.6045,37.4921,65.9922,2.0152,0.5069,30.505,
DANUBE TOTAL GRUP SRL,2020,Constructii,5.9738,5.9738,0.1674,0.2011,60.9533,64.8951,77.9425,1.0647,0.8326,80.6882,
BILANCIA EXIM SRL,2020,Constructii,1.0478,0.9186,0.8907,-7.4277,-1.9843,-2.8852,24.0613,1.454,0.0426,-0.6479,
ADEXIM MODELCOM  SRL,2020,Constructii,3.0798,3.0798,0.103,0.1148,50.2686,33.0109,36.8008,0.6567,0.2142,65.4779,
MAER IMPORT EXPORT SRL,2020,Constructii,1.8885,1.5612,0.5047,1.0189,3.6051,3.1458,6.351,0.8726,0.4484,1.5271,
ROMIND T&G SRL,2020,Constructii,2.3525,2.2978,0.4059,0.6833,-23.745,-47.8135,-80.4842,2.0136,0.549,-23.5577,
AIRCATERING S.R.L.,2020,Constructii,0.5894,0.4524,0.4926,1.0355,11.4065,6.9452,14.6005,0.6089,-0.2022,3.102,
G T P D SRL,2020,Constructii,61.2792,61.2792,0.0162,0.0164,-0.8432,-0.7597,-0.7722,0.901,0.9746,-9.398,
SERPICO TRADING SRL,2020,Constructii,2.315,1.4684,0.2699,0.3894,-5.371,-2.9051,-4.1905,0.5409,0.355,-1.7203,
ROPECO BUCURESTI SRL,2020,Constructii,3.0685,3.0678,0.2578,0.3474,21.9855,23.518,31.6871,1.0697,0.5333,21.2207,
LABORATOARELE MEDICA SRL,2020,Constructii,3.0407,2.9809,0.2986,0.4256,1.9883,1.9225,2.7409,0.9669,0.6093,1.9352,
WURTH ROMANIA SRL,2020,Constructii,1.4254,1.228,0.4924,0.9701,12.9379,38.5357,75.9209,2.9785,0.2095,18.1105,
COMTEL FOCUS SA,2020,Constructii,1.1074,1.1074,0.8625,6.2747,-38.0889,-7.9652,-57.9446,0.2091,0.0926,-1.3125,
KARAMOLEGOS BAKERY ROMANIA S.R.L.,2020,Constructii,40.8236,36.7152,0.0242,0.0248,25.8549,25.1065,25.7304,0.9711,0.9656,200.0,
DIETRICH - HONOLD LOGISTICS SRL,2020,Constructii,1.8153,1.7533,0.4674,0.881,0.1373,0.1258,0.2371,0.9162,0.3811,0.1169,
ART & CRAFT DESIGN SRL,2020,Constructii,31.2218,31.2218,0.032,0.0331,42.3402,57.1132,59.002,1.3489,0.9675,200.0,
FELBERMAYR ROMANIA SRL,2020,Constructii,2.1492,1.5733,0.3368,0.5078,0.4734,0.211,0.3181,0.4456,0.387,0.3403,
PROMIDEA SRL,2020,Constructii,0.1402,0.1402,2.0632,-1.9406,23.8314,83.2437,-78.298,3.493,-1.7739,8.423,
M & N ITALY TRADING SRL,2020,Constructii,7.735,6.6587,0.0971,0.1075,4.2939,6.0849,6.7392,1.4171,0.6539,14.4976,
RO TECH CONSTRUCT SRL,2020,Constructii,2.104,1.9175,0.3458,0.5286,0.1598,0.1564,0.2391,0.9789,0.3818,0.203,
B.T. BEST TOOLS COMPANY SRL,2020,Constructii,1.4401,0.9807,0.6142,2.8643,3.1957,5.2246,24.3642,1.6349,0.2703,2.0645,
COMPANIA DE PAZA R.O SRL,2020,Constructii,0.8049,0.3633,1.0734,-9.1377,4.2963,8.7177,-74.2107,2.0291,-0.2095,1.755,
BARAD INVESTITII SRL,2020,Constructii,1.7201,1.1463,0.5814,1.3887,2.8277,1.7717,4.2321,0.6266,0.4186,0.8252,
NETAGRO SRL,2020,Constructii,1.0451,0.4423,0.8807,7.3836,14.8357,5.8019,48.6408,0.3911,0.0397,1.4063,
RIVIERA BIKE SRL,2020,Constructii,1.1263,1.1231,0.533,1.1414,16.5524,18.4626,39.5361,1.1154,0.0673,8.1446,
RAIL CARGO CARRIER - ROMANIA SRL,2020,Constructii,5.8007,5.7758,0.1637,0.1958,26.6011,22.6876,27.1289,0.8529,0.7859,28.7587,
SILORENT TCS SRL,2020,Constructii,2.2013,1.4191,0.2784,0.3859,0.7331,1.2177,1.6875,1.6609,0.3345,2.0674,
HONDA TRADING ROMANIA SRL,2020,Constructii,0.2142,0.2133,0.9701,32.4184,3.0524,2.5266,84.4344,0.8277,-0.7623,0.5387,
STEEL BUSINESS PROFILES SRL,2020,Constructii,0.6935,0.6176,1.0847,-12.8012,3.0851,3.999,-47.1929,1.2962,-0.3324,0.969,
INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU BIOLOGIE SI NUTRITIE ANIMALA - IBNA BALOTESTI,2020,Constructii,18.4506,18.4506,0.0542,0.0573,87.5486,4.2567,4.5007,0.0486,0.9458,16.2456,
PORSCHE MOBILITY SRL,2020,Constructii,2.3256,1.2646,0.4245,0.7376,14.2608,1.7144,2.979,0.1202,0.5627,0.9604,
INCHCAPE MOTORS SRL,2020,Constructii,4.0,3.9561,0.25,0.3333,8.6667,72.2222,96.2963,8.3333,0.75,77.7778,
KAI CERAMICS  SRL,2020,Constructii,0.3262,0.2475,1.2942,-3.924,-32.7379,-1.5636,4.7409,0.0478,-0.8721,-0.2416,
CTP INVEST BUCHAREST SRL,2020,Constructii,1.0395,0.6647,0.4993,0.9972,9.6553,18.0582,36.0652,1.8703,0.0197,8.182,
HIAROM INVEST SRL,2020,Constructii,1.897,1.26,0.2932,0.4149,3.3733,2.0443,2.8926,0.606,0.2631,1.7174,
WELDE ROMANIA SRL,2020,Constructii,1.3458,1.2824,0.3068,0.4427,11.429,4.6681,6.7346,0.4084,0.1061,3.3476,
ALEA LEISURE S.R.L.,2020,Constructii,16.6357,16.6357,0.0601,0.064,3.5651,0.8534,0.908,0.2394,0.9399,4.0462,
PUMA SPORTS ROMANIA SRL,2020,Constructii,2.7072,2.2727,0.2858,0.4002,17.0081,42.9442,60.1301,2.5249,0.4879,34.6247,
ECOVOL ILFOV S.A.,2020,Constructii,12.779,12.779,0.0778,0.0844,40.7989,38.0776,41.2913,0.9333,0.9167,100.2481,
ROMEGA FOOD DISTRIBUTION SRL,2020,Constructii,0.5955,0.2939,1.4333,-3.308,3.6498,2.9711,-6.8572,0.814,-0.5797,0.5392,
LIMAGRAIN EUROPE SAS FRANTA SUCURSALA OTOPENI,2020,Constructii,1.4773,0.0647,0.6727,2.1387,37.0512,31.134,98.9837,0.8403,0.3211,10.9137,
RAN DESIGN IMOB SRL,2020,Constructii,1.2431,1.2339,0.7071,2.4139,13.3776,29.2825,99.9685,2.1889,0.1719,8.9764,
DEF TRANS LOGISTIC SRL,2020,Constructii,0.7309,0.3889,0.9643,27.0476,2.3148,3.0247,84.8342,1.3067,-0.2595,0.7572,
TCHIBO COFFEE SERVICE S.R.L.,2020,Constructii,0.7853,0.7709,0.571,1.3309,1.3679,1.1032,2.5715,0.8065,-0.1226,0.4415,
TECNOSCAVI  SRL,2020,Constructii,0.5396,0.2784,0.7105,2.4539,12.2636,28.9403,99.9572,2.3599,-0.3271,8.7061,
RECYCLE INTERNATIONAL SRL,2020,Constructii,0.9068,0.6931,0.7006,2.3396,4.0009,7.7927,26.0242,1.9477,-0.0653,2.4137,
ESTETIK PACKING SRL,2020,Constructii,1.9551,1.9276,0.4851,0.9422,33.9152,14.3163,27.8044,0.4221,0.4633,7.0366,
ECHIPAMENTE PENTRU CONSTRUCTII SRL,2020,Constructii,1.705,1.6237,0.3578,0.5571,22.4396,13.5797,21.1448,0.6052,0.2522,7.9413,
GOLDEN FISH SRL,2020,Constructii,0.246,0.246,0.8309,5.372,27.4076,4.8366,31.2703,0.1765,-0.6265,1.386,
INVITE SYSTEMS S.R.L.,2020,Constructii,1.2381,0.3633,0.6984,2.3151,8.6328,17.6095,58.378,2.0398,0.1663,6.0685,
YUNUS MASLINE INTERNATIONAL SRL,2020,Constructii,3.8727,3.7136,0.1845,0.2262,1.6893,1.3589,1.6664,0.8044,0.53,2.2302,
I.B. CARGO SRL,2020,Constructii,4.6157,2.7048,0.1086,0.1305,2.5657,1.5878,1.9077,0.6188,0.3927,4.093,
LIGHT CANDEL ART SRL,2020,Constructii,1.8151,1.3335,0.5421,1.184,33.7596,48.4829,105.8856,1.4361,0.4419,18.4162,
ADY SALON BEAUTY CENTER SRL,2020,Constructii,1.6998,1.6998,0.5882,1.4283,0.7675,1.8223,4.425,2.3744,0.4116,0.8055,
LAROMET INVESTMENT SRL,2020,Constructii,1.2576,0.7025,0.5788,1.3739,5.6775,5.4343,12.9006,0.9572,0.1491,2.2514,
STILL MATERIAL HANDLING ROMANIA S.R.L.,2020,Constructii,0.0269,0.0269,0.6229,1.6736,-45.3209,-4.1131,-11.0511,0.0908,-0.6061,-1.3207,
ELECTROVOL SA,2020,Constructii,1.3161,1.1099,0.5361,1.1681,12.1783,14.4727,31.5354,1.1884,0.1695,6.2444,
ART CONSTRUCT ACM SRL,2020,Constructii,1.3993,1.3993,0.656,1.9202,14.7721,34.2352,100.2153,2.3176,0.2619,11.1449,
SCANIA RENT ROMANIA SRL,2020,Constructii,1.2839,1.0009,0.5806,1.3843,1.8257,2.8485,6.7917,1.5602,0.1648,1.2023,
KALLAS ROMANIA S.R.L.,2020,Constructii,1.7995,1.4027,0.1772,0.3415,10.2344,8.1905,15.7818,0.8003,0.1417,10.2612,
GOLDEN FOODS SNACKS S.A.,2020,Constructii,3.4641,3.4565,0.182,0.2224,-19.8128,-3.9984,-4.8878,0.2018,0.4484,-4.3948,
DESA ENGINEERING CONSTRUCTION S.R.L.,2020,Constructii,3.004,0.4135,0.2921,0.4126,-1.8414,-0.1179,-0.1666,0.064,0.5853,-0.0526,
OMNIA PLAST S.R.L.,2020,Constructii,1.3226,1.108,0.2179,0.2787,2.3418,1.9374,2.4773,0.8273,0.0703,2.9217,
AL NASER SRL,2020,Constructii,1.8795,1.8211,0.4032,0.7172,0.5054,0.568,1.0102,1.1239,0.3546,0.3565,
MNT HEALTHCARE EUROPE SRL,2020,Constructii,2.5893,1.6383,0.3227,0.4765,21.7783,38.1519,56.3298,1.7518,0.5129,24.566,
MEZELURI MATIS SRL,2020,Constructii,1.4478,1.4379,0.6898,2.2242,4.3708,12.5759,40.5469,2.8772,0.3089,4.4802,
COCLET COMPEX S.R.L.,2020,Constructii,3.5119,3.461,0.254,0.3405,4.1704,4.4725,5.9953,1.0724,0.638,4.8605,
GRIMAR AUTO CEZAR SRL,2020,Constructii,1.3104,0.67,0.5761,2.0357,3.2116,4.4788,15.825,1.3946,0.1788,1.8323,
SKUBA ROMANIA SRL,2020,Constructii,23.7015,23.7015,0.0422,0.044,86.0288,95.618,99.8299,1.1115,0.9578,200.0,
APA-CANAL ILFOV SA,2020,Constructii,1.1564,1.1433,0.6895,2.221,10.7002,20.6948,66.6587,1.9341,0.1078,7.0652,
MOTECO GLASS FILIALĂ SRL,2020,Constructii,0.6077,0.5207,0.9094,10.036,0.4878,1.5924,17.5738,3.2644,-0.3568,0.411,
EUROMASTER TYRE & SERVICES ROMANIA S.A.,2020,Constructii,0.8001,0.8001,0.3112,0.4542,45.2106,13.7099,20.0049,0.3032,-0.0622,10.2492,
DMD COFFEE & VENDING S.R.L.,2020,Constructii,2.1156,0.0,0.4143,0.7072,6.6202,4.4001,7.5121,0.6647,0.4621,2.3328,
BAUSTOFF + METALL SRL,2020,Constructii,2.1661,2.1317,0.2874,0.4083,47.1248,54.5451,77.4815,1.1575,0.3352,38.7628,
VARINAK EUROPE SRL,2020,Constructii,1.5579,1.1348,0.6137,1.5887,6.1691,19.585,50.7002,3.1747,0.3424,7.1524,
DURAZIV COLOR SRL,2020,Constructii,0.4523,0.2603,0.7275,2.6698,-22.2911,-10.2945,-37.7785,0.4618,-0.3984,-2.8301,
CTE SOLUTION - UTILAJE SPECIALIZATE SRL,2020,Constructii,1.1902,1.1796,0.3993,1.0244,8.5439,5.4398,13.9564,0.6367,0.076,2.7658,
TUBLOROM SRL,2020,Constructii,3.5519,3.5519,0.2635,0.3578,-26.0352,-10.5564,-14.3334,0.4055,0.6725,-7.7413,
HIGH CONSTRUCTION SRL,2020,Constructii,0.4729,0.4729,0.6662,1.996,1.3837,1.945,5.8273,1.4057,-0.3511,0.9937,
TOP BUILDING CORPORATION SRL,2020,Constructii,0.8338,0.8239,1.1822,-6.4884,-33.5624,-20.559,112.837,0.6126,-0.1965,-3.3772,
CLUB MILITARI RESIDENCE SRL,2020,Constructii,1.4473,1.2336,0.4269,0.7449,16.9242,16.619,28.999,0.982,0.1909,10.3176,
AYKA BUILD & DESIGN SRL,2020,Constructii,8.0167,8.0129,0.1236,0.141,56.5154,23.885,27.2533,0.4226,0.8672,39.3347,
AURORA CONSTRUCT MONTAJ SA,2020,Constructii,1.1821,1.1058,0.6664,2.2912,97.8843,3.7809,12.9993,0.0386,0.1214,1.1493,
APLAST WOOD INDUSTRY S.R.L.,2020,Constructii,11.1368,11.1026,0.0894,0.0982,-1.0748,-1.1514,-1.2644,1.0712,0.9062,-2.576,
FOTBAL CLUB VOLUNTARI SA,2020,Constructii,11.5669,11.5669,0.0743,0.0802,70.455,15.8443,17.1152,0.2249,0.7847,43.2649,
ADMINISTRATIA DOMENIULUI PUBLIC MOGOSOAIA S.R.L.,2020,Constructii,3.7701,3.7564,0.2389,0.3139,20.982,25.4399,33.4254,1.2125,0.6618,25.1326,
KOZMO INTERNATIONAL SRL,2020,Constructii,1.2846,1.154,0.6039,1.5244,23.8316,19.9541,50.3725,0.8373,0.1718,6.9036,
RENAISSANCE PUBLIC SERVICE SRL,2020,Constructii,1.0136,0.4844,0.3348,0.5033,64.9841,19.8867,29.8952,0.306,0.0045,12.0488,
ALPLA PLASTIC SRL,2020,Constructii,0.7083,0.4597,0.9589,23.3225,3.4554,0.804,19.5545,0.2327,-0.2797,0.2017,
OCEANIS SEAFOOD EUROPA SRL,2020,Constructii,8.4315,8.082,0.0868,0.1018,-19.2963,-7.8471,-9.2005,0.4067,0.6453,-18.0739,
CERVA ROMANIA SRL,2020,Constructii,2.5814,2.5814,0.3653,0.5756,33.0671,55.6329,87.6529,1.6824,0.5777,36.0391,
INTER PREST 1 DECEMBRIE SRL,2020,Constructii,1.2286,1.2286,0.6066,1.5419,34.5376,21.5242,54.7135,0.6232,0.1386,8.5154,
SUPERBET RETAIL S.A.,2020,Constructii,3.6086,3.2257,0.2592,0.3498,16.6185,41.0945,55.471,2.4728,0.6761,37.5316,
EUROPAPIER ROMANIA SRL,2020,Constructii,12.9554,12.9554,0.0772,0.0836,87.6201,92.2074,99.9201,1.0524,0.9228,200.0,
DRUCKFARBEN ROMANIA SRL,2020,Constructii,1.1812,1.1812,0.7899,5.2166,4.9953,6.9441,45.8582,1.3901,0.1431,2.0124,
ELTON CORPORATION SA,2020,Constructii,0.8413,0.832,0.5437,1.1917,3.5122,5.3068,11.6307,1.511,-0.0863,2.3298,
FRANKE ROMANIA SRL,2020,Constructii,0.848,0.5306,0.8594,6.2664,6.9625,3.5604,25.961,0.5114,-0.1306,0.9881,
LEMATEC TRADE INTER. IMPEX SRL,2020,Constructii,1.6402,1.3732,0.6097,1.562,2.9062,3.3083,8.4758,1.1383,0.3903,1.4587,
MERT SA,2020,Constructii,1.0004,0.8327,0.7901,3.7641,6.5185,7.7217,36.7866,1.1846,0.0003,2.2753,
FUTURE SRL,2020,Constructii,0.3901,0.3011,0.4017,0.6754,7.7264,1.725,2.9,0.2233,-0.245,1.0317,
ARCELORMITTAL CONSTRUCTION ROMÂNIA SA,2020,Constructii,0.7044,0.7044,0.8401,7.0624,4.5974,11.8788,99.8644,2.5838,-0.2483,3.4433,
MACEPLAST ROMANIA SA,2020,Constructii,4.7862,1.2076,0.1268,0.1452,55.0469,82.1309,94.056,1.492,0.48,131.9471,
ARVA METALS & STEELS SRL,2020,Constructii,16.8539,16.2994,0.0593,0.0631,3.3323,1.7238,1.8325,0.5173,0.9407,7.3779,
G.CANALE & C. ROMANIA S.R.L.,2020,Constructii,1.5185,1.5033,0.4953,0.9704,17.257,14.1663,27.7524,0.8209,0.2568,5.9829,
TREIRO SRL,2020,Constructii,13.7287,13.7287,0.0723,0.078,22.4988,23.7638,25.6167,1.0562,0.9207,68.4151,
DHL LOGISTICS SRL,2020,Constructii,20.9885,15.089,0.0476,0.05,72.6254,64.3205,67.5371,0.8856,0.952,200.0,
VARESE SA,2020,Constructii,1.5567,1.5066,0.4589,0.8482,14.6886,34.0504,62.9305,2.3182,0.2555,17.6397,
BURAK TOYS INTERNATIONAL SRL,2020,Constructii,0.0438,0.0438,0.734,2.9859,3.9595,0.3066,1.2472,0.0774,-0.7018,0.1567,
INDUSTRIAL MECANO IMPORT EXPORT  SRL,2020,Constructii,1.6038,1.1729,0.5102,1.1234,2.7925,6.9949,15.4005,2.5049,0.3081,3.5419,
FARMEX COMPANY SRL,2020,Constructii,1.1786,1.1179,0.4804,0.9275,6.9181,9.5933,18.5239,1.3867,0.0858,4.5584,
DOKA ROMANIA TEHNICA COFRAJELOR SRL,2020,Constructii,0.5055,0.3062,0.675,2.0766,3.8266,9.4498,29.0732,2.4695,-0.3338,3.2455,
SCHUNK CARBON TECHNOLOGY SRL,2020,Constructii,0.4459,0.4392,1.8138,-2.2289,-7.3561,-8.1361,9.9982,1.106,-1.005,-0.55,
DANFOSS DISTRICT HEATING SRL,2020,Constructii,0.8665,0.8423,1.1541,-4.9249,30.4149,42.6864,-182.1605,1.4035,-0.1541,8.0748,
STERA CHEMICALS SRL,2020,Constructii,1.546,1.3958,0.4034,0.6761,1.399,2.1843,3.6611,1.5613,0.2202,1.2312,
D.A.I.R. COMEXIM 2000 SRL,2020,Constructii,4.6926,3.9926,0.2079,0.2625,91.4594,79.1723,99.9577,0.8657,0.7678,77.0172,
NHR AGROPARTNERS SRL,2020,Constructii,1.1014,0.871,0.5642,1.4086,14.1891,24.2588,60.5667,1.7097,0.0572,8.5993,
IORGU SRL,2020,Constructii,6.2421,6.2421,0.0804,0.0875,7.6394,8.3048,9.0313,1.0871,0.4217,24.5796,
INTERVET ROMANIA SRL,2020,Constructii,1.1189,0.9652,0.8039,4.0987,-58.3972,-34.9495,-178.1955,0.5985,0.0956,-8.6953,
MAKITA ROMANIA SRL,2020,Constructii,1.4365,1.4365,0.6103,1.566,17.7807,27.9299,71.6679,1.5708,0.2664,9.6609,
ROMPREST SECURITY SRL,2020,Constructii,1.4672,1.3744,0.555,1.247,3.1073,7.9331,17.8259,2.5531,0.2593,3.5561,
ANALKO ALUMINIUM INDUSTRY SRL,2020,Constructii,3.7047,3.7047,0.2533,0.3392,2.2343,12.2168,16.3603,5.4678,0.685,13.9695,
A.M.E. RO SRL,2020,Constructii,1.0557,0.6508,0.9012,9.1209,1.9628,4.0325,40.8128,2.0545,0.0502,1.2862,
ISOMAT ROMANIA SRL,2020,Constructii,1.7283,1.1037,0.2786,0.524,5.944,7.2057,13.5533,1.2123,0.2029,5.9502,
COLINA MOTORS SRL,2020,Constructii,1.0975,0.7133,0.773,3.4773,3.2542,4.8883,21.9907,1.5022,0.0754,1.5452,
ROCAST SRL,2020,Constructii,1.0352,0.7817,0.5101,1.2089,2.966,6.4145,15.2001,2.1626,0.0179,3.0159,
ROMDIST PACKAGING SRL,2020,Constructii,1.1285,0.823,0.6691,2.0221,0.3876,2.1387,6.4632,5.5184,0.086,2.1508,
ANADOLU AUTOMOBIL ROM SRL,2020,Constructii,1.1911,0.63,0.834,5.2191,-0.3507,-0.3269,-2.0457,0.9321,0.1594,-0.0784,
SCORPION COMPANY 2001 SRL,2020,Constructii,2.5158,2.5059,0.3927,0.6746,2.5914,12.206,20.9673,4.7102,0.5953,7.1265,
EL DORADO SRL,2020,Constructii,24.0938,21.781,0.0288,0.0297,53.169,97.1043,99.9881,1.8263,0.6661,200.0,
ALINDA RO SRL,2020,Constructii,0.9422,0.9422,1.0605,-17.5236,-43.1367,-4.7796,78.9762,0.1108,-0.0613,-0.9014,
HORMANN ROMANIA SRL,2020,Constructii,0.3817,0.3817,0.3494,0.537,-75.0929,-5.963,-9.1651,0.0794,-0.216,-3.2775,
LAROPHARM SRL,2020,Constructii,8.9985,8.9985,0.0655,0.0701,20.0339,22.8799,24.4844,1.1421,0.5241,72.461,
ROMWOOD GROUP SRL,2020,Diverse,0.1698,0.168,0.6438,3.232,0.2714,0.1577,0.7919,0.5813,-0.5345,0.0653,
CTE TRAILERS SRL,2020,Diverse,0.6326,0.6326,0.4716,-2.8912,-40.3499,-15.1429,92.8418,0.3753,-0.1733,-6.2631,
